"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","ipaddr","refurl","att","SUCCESS","pause1","Kc[KnST]","HrKnSTAgr","HrKnSTAgr[other]","HrKnSTDis","HrKnSTDis[other]","HrKnSTHes","HrKnSTHes[other]","HrKnSTAgrOt","HrKnSTDisOt","HrKnSTHesOt","IntChair","M3","M4","PROLIFIC","interviewtime","groupTime48298","attTime","groupTime48297","SUCCESSTime","pause1Time","groupTime48301","KcTime","groupTime48304","HrKnSTAgrTime","HrKnSTDisTime","HrKnSTHesTime","HrKnSTAgrOtTime","HrKnSTDisOtTime","HrKnSTHesOtTime","groupTime48302","IntChairTime","groupTime48299","M3Time","M4Time","PROLIFICTime"
"94","2025-05-13 17:45:58","6","en","874549542","2025-05-13 17:43:32","2025-05-13 17:45:58","94.13.33.203","","A5","","","A6","AGR","","","","","","","","","A2","4","0","67424c6b07d7d42c5ed0511d","148.27","41.66","","6.7","","","39.94","","29.04","","","","","","","6.93","","24","","",""
"95","2025-05-13 17:45:52","6","en","1611969162","2025-05-13 17:43:51","2025-05-13 17:45:52","96.18.174.16","","A5","","","A1","","","-oth-","","","","","The CEO was aware but he said that he personally did not care if it helped the environment or not.","","A2","3","0","66231fc6e1ecba676935943a","123.07","28.32","","4.86","","","27.57","","46.99","","","","","","","6.22","","9.11","","",""
"96","2025-05-13 17:45:36","6","en","1960779926","2025-05-13 17:43:59","2025-05-13 17:45:36","94.175.58.195","","A5","","","A5","AGA","","","","","","","","","A2","4","0","629f2d6a8d790f69182e8b3e","97.99","42.08","","5.27","","","24.83","","11.51","","","","","","","5.08","","9.22","","",""
"97","2025-05-13 17:48:30","6","en","177653544","2025-05-13 17:44:24","2025-05-13 17:48:30","46.3.91.22","","A5","","","A6","AGA","","","","","","","","","A2","5","0","67d06c1323033febaa30637e","248.64","148.7","","9.47","","","42.93","","16.75","","","","","","","11.17","","19.62","","",""
"98","2025-05-13 17:51:02","6","en","920912395","2025-05-13 17:45:28","2025-05-13 17:51:02","77.47.158.173","","A5","","","A7","AGA","","","","","","","","","A2","4","1","67edb3dbc2b6765fa734761c","336.55","95.83","","16.2","","","76.17","","70.1","","","","","","","27.8","","50.45","","",""
"99","2025-05-13 17:47:39","6","en","887510395","2025-05-13 17:45:53","2025-05-13 17:47:39","86.140.219.100","","A5","","","A6","AGR","","","","","","","","","A2","4","0","5e909d6c5321c13abee11725","107.68","17.44","","3.72","","","16.14","","33.55","","","","","","","12.3","","24.53","","",""
"100","2025-05-13 17:48:58","6","en","169543021","2025-05-13 17:47:41","2025-05-13 17:48:58","24.172.77.74","","A5","","","A3","","","AGB","","","","","","","A2","3","0","5f07707fb5dc861477ffc395","79.78","33.24","","2.93","","","15.73","","12.98","","","","","","","4.06","","10.84","","",""
"101","2025-05-13 17:50:53","6","en","39429902","2025-05-13 17:48:21","2025-05-13 17:50:53","46.232.2.124","","A5","","","A5","AGA","","","","","","","","","A2","4","0","67df1a367afcdb449190ae16","154.31","92.74","","4.72","","","12.81","","9.56","","","","","","","13.27","","21.21","","",""
"102","2025-05-13 17:55:09","6","en","808098833","2025-05-13 17:53:57","2025-05-13 17:55:08","90.201.74.222","","A5","","","A6","AGR","","","","","","","","","A2","4","0","5d67b1be141a00001627f8bf","72.26","20.48","","2.99","","","25.75","","9.98","","","","","","","4.06","","9","","",""
"103","2025-05-13 17:56:20","6","en","1598033142","2025-05-13 17:54:08","2025-05-13 17:56:20","69.23.230.225","","A5","","","A4","","","","","AGB","","","","","A2","3","0","67757553ccb7cd2a4385b679","134.7","46.21","","6.73","","","30.46","","29.37","","","","","","","9.44","","12.49","","",""
"104","2025-05-13 17:59:38","6","en","1948013393","2025-05-13 17:54:12","2025-05-13 17:59:38","172.56.105.32","","A5","","","A1","","","AGB","","","","","","","A2","4","0","5e68a509d40a4914619d2171","328.07","161.73","","5.27","","","50.16","","93.4","","","","","","","5.25","","12.26","","",""
"105","2025-05-13 17:59:42","6","en","1317403076","2025-05-13 17:56:10","2025-05-13 17:59:42","166.181.89.67","","A5","","","A1","","","AGR","","","","","","","A2","2","0","664504859e65eeed37cdd5ac","213.5","40.74","","4.38","","","56.22","","67.98","","","","","","","31.94","","12.24","","",""
