"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","ipaddr","refurl","att","SUCCESS","pause1","Kc[KnPR]","HrKnPRAgr","HrKnPRAgr[other]","HrKnPRDis","HrKnPRDis[other]","HrKnPRHes","HrKnPRHes[other]","HrKnPRAgrOt","HrKnPRDisOt","HrKnPRHesOt","IntChair","M3","M4","PROLIFIC","interviewtime","groupTime48290","attTime","groupTime48289","SUCCESSTime","pause1Time","groupTime48293","KcTime","groupTime48295","HrKnPRAgrTime","HrKnPRDisTime","HrKnPRHesTime","HrKnPRAgrOtTime","HrKnPRDisOtTime","HrKnPRHesOtTime","groupTime48294","IntChairTime","groupTime48291","M3Time","M4Time","PROLIFICTime"
"97","2025-05-13 17:42:01","6","en","2106078954","2025-05-13 17:39:12","2025-05-13 17:42:01","107.144.224.176","","A5","","","A1","","","AGA","","","","","","","A2","4","0","669dbd856a36321b0839f78e","172.46","30.22","","4.56","","","36.66","","51.51","","","","","","","4.7","","44.81","","",""
"98","2025-05-13 17:41:51","6","en","917609070","2025-05-13 17:39:18","2025-05-13 17:41:51","122.8.121.132","","A5","","","A1","","","AGR","","","","","","","A2","4","0","67d933a6939390178799a6b6","154.94","67.75","","7.94","","","35.24","","19","","","","","","","8.31","","16.7","","",""
"99","2025-05-13 17:53:13","6","en","1934090171","2025-05-13 17:44:20","2025-05-13 17:53:13","130.255.65.129","","A5","","","A4","","","","","AGR","","","","","A2","5","0","67e727e0e5b6fb17d760f39f","536.18","78.88","","12.79","","","370.55","","42.95","","","","","","","10.3","","20.71","","",""
"100","2025-05-13 17:47:19","6","en","637182812","2025-05-13 17:44:21","2025-05-13 17:47:19","69.154.225.224","","A5","","","A6","AGA","","","","","","","","","A2","3","0","6727931ccaf92e0d2351962b","181.25","61.51","","8.74","","","61.39","","25.58","","","","","","","9.66","","14.37","","",""
"101","2025-05-13 17:46:43","6","en","1611579352","2025-05-13 17:45:19","2025-05-13 17:46:43","86.186.208.44","","A5","","","A5","AGA","","","","","","","","","A2","5","0","671d3690dc5df6d004cfb65e","86.69","27.66","","6.71","","","18.47","","17.95","","","","","","","4.55","","11.35","","",""
"102","2025-05-13 17:47:14","6","en","1054832663","2025-05-13 17:46:13","2025-05-13 17:47:14","66.220.104.199","","A5","","","A7","AGA","","","","","","","","","A2","4","1","6669fe44c5660a00d14ab11d","63.11","14.72","","3.21","","","19.63","","15.23","","","","","","","4.19","","6.13","","",""
"103","2025-05-13 17:48:54","6","en","1356043243","2025-05-13 17:46:43","2025-05-13 17:48:54","51.52.207.173","","A5","","","A7","AGA","","","","","","","","","A2","2","0","63f77dc98bfabd95812edc2c","133.47","35.83","","10.32","","","48.07","","23.77","","","","","","","4.21","","11.27","","",""
"104","2025-05-13 17:49:54","6","en","1189078873","2025-05-13 17:48:03","2025-05-13 17:49:54","174.73.224.13","","A5","","","A1","","","AGR","","","","","","","A2","5","1","67a4e8df95c41323b386d85d","113.26","22.22","","5.23","","","16.01","","26.52","","","","","","","17.61","","25.67","","",""
"106","2025-05-13 17:56:09","6","en","1221282684","2025-05-13 17:51:57","2025-05-13 17:56:09","81.104.122.254","","A5","","","A1","","","-oth-","","","","","because he dosent care about the environment only profit","","A2","1","0","660eb0b257ea5439cd5e020a","253.46","63.46","","6.98","","","37","","89.48","","","","","","","15.23","","41.31","","",""
"107","2025-05-13 17:56:25","6","en","1876801844","2025-05-13 17:53:44","2025-05-13 17:56:25","68.4.163.44","https://app.prolific.com/","A5","","","A7","AGA","","","","","","","","","A2","3","1","67cf114d88ac6082ae5c17bd","164.17","52.82","","7.55","","","53.68","","21.31","","","","","","","9.11","","19.7","","",""
"108","2025-05-13 17:56:33","6","en","327833511","2025-05-13 17:54:20","2025-05-13 17:56:33","98.51.248.30","","A5","","","A7","AGR","","","","","","","","","A2","5","0","5ef4d8b87faaa00c0dea0c4e","133.84","41.88","","4.99","","","26.92","","42.56","","","","","","","7.05","","10.44","","",""
"109","2025-05-13 17:57:12","6","en","1086740619","2025-05-13 17:54:32","2025-05-13 17:57:12","206.251.203.193","","A5","","","A6","AGR","","","","","","","","","A2","5","1","681888864c0c733e5969a799","162.23","47.88","","11.68","","","45.39","","30.28","","","","","","","9.95","","17.05","","",""
"110","2025-05-13 18:03:26","6","en","1762165080","2025-05-13 17:55:00","2025-05-13 18:03:26","136.38.143.24","","A5","","","A6","AGA","","","","","","","","","A2","4","0","673638b56bb65715b44b147f","507.53","53.88","","6","","","389.81","","16.76","","","","","","","18.72","","22.36","","",""
"111","2025-05-13 17:57:21","6","en","813449813","2025-05-13 17:55:17","2025-05-13 17:57:21","24.164.189.129","","A5","","","A7","AGA","","","","","","","","","A1","4","0","5aa806e7777df200016088c5","126.56","59.41","","3.25","","","25.27","","14.59","","","","","","","8.14","","15.9","","",""
